id_registro,texto_principal,label,label_detalhe,pipeline_origem,portal_origem,origem_texto,origem_qualidade,tamanho_chars,data_publicacao,url_origem
GFC_NEG_00059,"Bolsonaro: ” Pobre ñ sabe lidar com dinheiro. Patrão ñ devia dar dinheiro pra trabalhador, só casa e comida. Dê dinheiro pra pobre e ele vai gastar tudo em pinga e cigarro”",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,172,2021-12-19,https://www.boatos.org/politica/bolsonaro-diz-que-pobre-nao-sabe-lidar-com-dinheiro-patrao-nao-devia-dar-pagar.html
RSS_00058,"Projeto quer elevar orçamento de Defensorias Públicas para 2% da receita dos estados — Após articulação de defensores públicos, o Senado pode começar a analisar um projeto que amplia o orçamento destinado às Defensorias Públicas nos estados. O projeto do senador Jorge Kajuru ( PSB -GO) estabelece um patamar de 2% da receita dos estados para os órgãos. Leia mais (05/14/2026 - 18h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,384,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/projeto-quer-elevar-orcamento-de-defensorias-publicas-para-2-da-receita-dos-estados.shtml
RSS_00059,Os dois temas que preocupam a frente parlamentar do ambiente de negócios — Parlamentares vão debater fim da 'taxa das blusinhas' e da escala 6x1 em almoço,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,154,2026-05-15,https://veja.abril.com.br/politica/os-dois-temas-que-preocupam-a-frente-parlamentar-do-ambiente-de-negocios/
GFC_NEG_00060,Carro do MST se envolve em acidente e estava carregado com munição,0,FORA_DE_CONTEXTO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,66,2023-05-25,https://noticias.uol.com.br/confere/ultimas-noticias/2023/05/25/caminhonete-mst-municao-checagem.htm
RSS_00060,"Marina condiciona candidatura ao Senado: ""Está entre mim e Márcio França' — Ex-ministra do Meio Ambiente de Lula, Marina Silva disputa com Márcio França, ex-ministro do Empreendedorismo, a escolha pela segunda vaga na candidatura ao Senado por São Paulo",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,253,2026-05-16,https://www.correiobraziliense.com.br/politica/2026/05/7421424-marina-condiciona-candidatura-ao-senado-esta-entre-mim-e-marcio-franca.html
RSS_00061,"Grande centrão: Veredas — ""O senhor sabe: centrão é onde manda quem é forte, com as astúcias."" Leia mais (05/13/2026 - 19h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,125,2026-05-13,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/conrado-hubner-mendes/2026/05/grande-centrao-veredas.shtml
RSS_00062,Lula reage na busca por reeleição com pacote de benesses e vê caso Master acuar adversários,1,NOTICIA_REAL,noticias_reais,UOL_NOTICIAS,titulo,ROTULO_ASSUMIDO,91,,https://www1.folha.uol.com.br/poder/2026/05/lula-reage-na-busca-por-reeleicao-com-pacote-de-benesses-e-ve-caso-master-acuar-adversarios.shtml
RSS_00063,"Flávio fala em 'zero dinheiro público', mas produtora de filme tem elo com emendas e verba da Prefeitura de SP",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo,ROTULO_ASSUMIDO,110,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/flavio-fala-em-zero-dinheiro-publico-mas-produtora-de-filme-tem-elo-com-emendas-e-verba-da-prefeitura-de-sp.shtml
GFC_NEG_00061,A FARSA do 8 de janeiro em 20 segundos,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,38,2024-01-13,https://www.boatos.org/brasil/farsa-8-de-janeiro-foi-revelada-20-segundos-porque-infiltrados-rapel-congresso.html
GFC_NEG_00062,Bolsonaro demitiu 13.710 ‘comunistas do PT’ que comandavam universidades,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,72,2021-12-16,https://www.aosfatos.org/noticias/e-falso-que-bolsonaro-demitiu-13710-comunistas-do-pt-que-comandavam-universidades/
GFC_VER_00005,a informação de que quatro deputados federais da bancada do Distrito Federal votaram contra ou se ausentaram da votação da Proposta de Emenda à Constituição (PEC) que visava estabelecer a adoção do voto impresso no país.,1,GFC_VERDADEIRO,google_factcheck,METRÓPOLES,AFIRMACAO_CHECADA,ROTULO_FORTE,220,2022-09-15,https://www.metropoles.com/distrito-federal/e-verdadeiro-que-quatro-deputados-do-df-votaram-contra-o-voto-impresso
GFC_NEG_00063,Erika Hilton foi convidada a ser ministra do governo Lula,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,57,2022-10-07,https://www.aosfatos.org/noticias/e-falso-que-erika-hilton-foi-convidada-para-ministerio-no-governo-lula/
RSS_00064,"'É imperdoável, um tapa na cara', diz Zema sobre ligação entre Flávio Bolsonaro e Vorcaro — O ex-governador de Minas Gerais Romeu Zema (Novo), pré-candidato à Presidência da República, classificou como ""imperdoável"" a negociação do senador Flávio Bolsonaro ( PL ) com o ex-banqueiro Daniel Vorcaro , revelada nesta quarta-feira (13) pelo site The Intercept Brasil e confirmada pela Folha . Leia mais (05/13/2026 - 17h58)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,420,2026-05-13,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/e-imperdoavel-um-tapa-na-cara-diz-zema-sobre-ligacao-entre-flavio-bolsonaro-e-vorcaro.shtml
GFC_NEG_00064,Quase 500 terras índigenas podem ser demarcadas,0,ENGANOSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,47,2022-10-07,https://www.aosfatos.org/noticias/no-inicio-do-segundo-turno-bolsonaro-e-lula-citam-informacoes-falsas-sobre-fome-educacao-e-ministros-do-stf/
RSS_00065,"Mendonça prevalece e STF rejeita ação sobre monitoramento de jornalistas e deputados — Por 7 votos a 4, o Supremo entendeu que o governo de Jair Bolsonaro (PL) não cometeu irregularidades com os relatórios que visavam o monitoramento de mais de 100 parlamentares e jornalistas",1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,ROTULO_ASSUMIDO,276,2026-05-15,https://www.cartacapital.com.br/justica/mendonca-prevalece-e-stf-rejeita-acao-sobre-monitoramento-de-jornalistas-e-deputados/
GFC_NEG_00065,Lula pede ao TSE para barrar vídeos na internet durante as eleições,0,FALSO,google_factcheck,BOL_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,67,2026-04-14,https://www.bol.uol.com.br/noticias/2026/04/14/falso-lula-pediu-tse-proibir-videos-na-internet-eleicoes.amp.htm
RSS_00066,‘Bolsomaster’: petistas ganharam narrativa de bandeja — Revelação de áudio de Flávio Bolsonaro cobrando patrocínio do dono do Banco Master deu novo fôlego à campanha petista,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,173,2026-05-16,https://veja.abril.com.br/politica/bolsomaster-petistas-ganharam-narrativa-de-bandeja/
GFC_NEG_00066,Polícia encontra quarto secreto de Lula com dinheiro do INSS,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,60,,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/05/09/e-falso-que-a-pf-encontrou-dinheiro-do-inss-em-quarto-secreto-de-lula.htm
GFC_NEG_00067,Nestor Cerveró foi reconduzido por Lula ao mesmo cargo na Petrobras,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,67,,https://www.estadao.com.br/estadao-verifica/nestor-cervero-lula-cargo-petrobras/
RSS_00067,"Dino abre apuração sobre emendas destinadas a produtora de filme sobre Bolsonaro — O ministro Flávio Dino , do STF (Supremo Tribunal Federal), abriu uma apuração preliminar sigilosa sobre emendas destinadas à produtora do filme ""Dark Horse"" (""Azarão""), que trata da vida do ex-presidente Jair Bolsonaro (PL). Leia mais (05/15/2026 - 11h29)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,339,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/dino-abre-apuracao-sobre-emendas-destinadas-a-produtora-de-filme-sobre-bolsonaro.shtml
GFC_NEG_00068,Inelegibilidade de Jair Bolsonaro é inconstitucional porque viola o Pacto de San José,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,85,,https://www.estadao.com.br/estadao-verifica/bolsonaro-elegivel-pacto-san-jose/
RSS_00068,Vítima de violência doméstica poderá pedir divórcio direto em cartório — Comissão da Câmara aprovou proposta que amplia mecanismos de proteção às vítimas.,1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,ROTULO_ASSUMIDO,154,2026-05-15,https://www.congressoemfoco.com.br/noticia/118912/vitima-de-violencia-domestica-podera-pedir-divorcio-direto-em-cartorio
GFC_NEG_00069,Alexandre de Moraes investiga ministro do STF André Mendonça,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,60,,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/22/falso-moraes-ordenou-investigacao-andre-mendonca.htm
RSS_00069,"Governo Lula discute proposta para limitar penduricalhos de servidores públicos — O governo de Luiz Inácio Lula da Silva (PT) discute uma proposta legislativa para limitar os bônus que permitem uma fração dos servidores públicos receber rendimentos acima do teto constitucional de R$ 46.366,19, conhecidos como ""penduricalhos"". A proposta é discutida no Ministério da Gestão. Leia mais (05/15/2026 - 16h01)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,406,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/governo-lula-discute-proposta-para-limitar-penduricalhos-de-servidores-publicos.shtml
GFC_NEG_00070,Fonte militar de Brasília (do governo) garante que houve fraude e que haverá intervenção após 2º turno das eleições,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,115,2022-10-09,https://www.boatos.org/politica/fonte-militar-brasilia-governo-garante-houve-fraude-e-havera-intervencao-apos-2-turno-eleicoes.html
GFC_NEG_00071,Documento prova que Bolsonaro tinha aprovação da Receita Federal para ficar com joias sauditas,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,94,2024-07-05,https://www.aosfatos.org/noticias/receita-federal-bolsonaro-joias-sauditas/
GFC_NEG_00072,Randolfe faz pedido de impeachment contra ministros do STF,0,FORA_DE_CONTEXTO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,58,,https://www.estadao.com.br/estadao-verifica/randolfe-discurso-impeachment-stf-antigo/
GFC_NEG_00073,O MST incendiou estes carros,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,28,2023-03-13,https://checamos.afp.com/doc.afp.com.33BA6YC
GFC_NEG_00074,Senadores pedem impeachment dos ministros Toffoli e Moraes em 2022,0,FORA_DE_CONTEXTO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,66,2022-11-09,https://checamos.afp.com/doc.afp.com.32N82NM
GFC_NEG_00075,Trump diz que Lula tem sangue de ‘lampião a álcool’,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,51,2026-04-27,https://www.aosfatos.org/noticias/trump-lula-sangue-lampiao-alcool/
GFC_NEG_00076,Alô Alexandre de Moraes - os índios do município de Manicoré querem saber aonde foi parar os votos que eles depositaram nas urnas. Será que alguém poderia garantir esse direito?,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,177,2022-11-06,https://www.boatos.org/politica/manicore-am-zero-votos-para-bolsonaro-urnas-foram-fraudadas-cidade.html
GFC_NEG_00077,Jornal Nacional: em 2026 aumenta a fiscalização do pix pela Receita Federal,0,FORA_DE_CONTEXTO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,75,,https://www.estadao.com.br/estadao-verifica/receita-nao-aumentou-monitoramento-do-pix-em-2026-video-usa-materia-antiga-do-jn/
RSS_00070,"Flávio diz que novos diálogos com Vorcaro podem vazar, mas que contato se restringiu a filme — O senador e pré-candidato à Presidência Flávio Bolsonaro ( PL -RJ) disse nesta sexta-feira (15) que novas conversas ou relatos de encontros que teve com o dono do Banco Master , Daniel Vorcaro , podem se tornar públicos, mas afirmou que o contato que manteve com o ex-banqueiro se restringiu ao filme sobre o ex-presidente Jair Bolsonaro (PL). Leia mais (05/15/2026 - 17h02)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,469,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/flavio-diz-que-novos-dialogos-com-vorcaro-podem-vazar-mas-que-contato-se-restringiu-a-filme.shtml
GFC_NEG_00078,"Bolsonaro assinou MP decidindo que planos de saúde só precisam cobrir tratamentos que estejam na lista da Conitec. Quem tem câncer, doenças raras, ficará sem tratamento. Conitec é que autorizou cloroquina para covid",0,FALSO,google_factcheck,PROJETO_COMPROVA,AFIRMACAO_CHECADA,ROTULO_FORTE,215,2022-03-09,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/mp-assinada-por-bolsonaro-nao-impede-atendimento-de-pessoas-com-cancer/
RSS_00071,"Bia Kicis nega ter destinado emendas para filme sobre Bolsonaro — Deputada afirmou ter recebido representação de Tabata Amaral e Pastor Henrique Vieira no STF com ""estranhamento"".",1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,ROTULO_ASSUMIDO,179,2026-05-15,https://www.congressoemfoco.com.br/noticia/118921/bia-kicis-nega-ter-destinado-emendas-para-filme-sobre-bolsonaro
RSS_00072,Governo Lula anuncia R$ 37 bi para o refino em São Paulo — Aporte na Refinaria de Paulínia deve criar 38 mil empregos diretos e indiretos até 2030,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,146,2026-05-17,https://www.poder360.com.br/poder-infra/governo-lula-anuncia-r-37-bi-para-o-refino-em-sao-paulo/
RSS_00073,"Bastidores de ""Dark Horse"" misturaram política e ostentação, diz jornal — Bastidores de ""Dark Horse"" reuniram conflitos ideológicos, alto investimento e celebração no dia da prisão de Jair Bolsonaro",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,198,2026-05-16,https://www.correiobraziliense.com.br/politica/2026/05/7421285-bastidores-de-dark-horse-misturaram-politica-e-ostentacao-diz-jornal.html
GFC_NEG_00079,Concurso para o Sistema Único de Saúde com salários de até R$ 11 mil para vagas que exigem como nível de escolaridade Ensino Médio completo,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,139,,https://noticias.uol.com.br/confere/ultimas-noticias/2025/07/16/sao-falsos-posts-de-concurso-do-sus-com-salario-de-ate-r-11-mil-e-golpe.htm
GFC_NEG_00080,"""Alemanha admite [que] 'vacina' Covid [é] 40 vezes mais mortal do que se sabia.""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,80,2022-05-30,https://observador.pt/factchecks/fact-check-alemanha-admitiu-que-a-vacina-contra-a-covid-19-e-40-vezes-mais-mortal-que-o-previsto/
GFC_NEG_00081,Vídeo mostra juíza dos EUA dando recado para Moraes,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,51,2025-03-27,https://www.aosfatos.org/noticias/video-em-que-suposta-juiza-dos-eua-critica-moraes-foi-gerado-por-ia/
RSS_00074,A consequência para Zema após os vídeos contra Gilmar Mendes — Confronto entre o ex-governador de Minas e o ministro do STF ganhou novo capítulo,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,144,2026-05-15,https://veja.abril.com.br/politica/a-consequencia-para-zema-apos-os-videos-contra-gilmar-mendes/
GFC_NEG_00082,Advogada detalha golpe que o PT vem realizando contra os aposentados do INSS,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,76,2024-06-05,https://www.aosfatos.org/noticias/para-culpar-pt-video-desconto-indevido-aposentadoria-inss/
RSS_00075,Lula vai precisar moderar fervura da base para não perder o trunfo — Veja os vídeos de Lula e de Trump e análise do cientista político Rudá Ricci sobre impacto do clima político quente,1,NOTICIA_REAL,noticias_reais,METROPOLES,titulo_resumo,ROTULO_ASSUMIDO,184,2025-07-12,https://www.metropoles.com/blog-do-noblat/lula-vai-precisar-moderar-fervura-da-base-para-nao-perder-o-trunfo
RSS_00076,"Diretórios do Novo no PR, ligado a Deltan, e em SC criticam vídeo de Zema contra Flávio Bolsonaro — Os diretórios do Novo em Santa Catarina e no Paraná criticaram nesta quinta-feira (14) a divulgação de um vídeo em que Romeu Zema , presidenciável do partido, ataca Flávio Bolsonaro (PL) pelo áudio do senador pedindo dinheiro ao ex-banqueiro Daniel Vorcaro , dono do Master. Leia mais (05/14/2026 - 13h31)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,405,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/ala-do-novo-ligada-a-dallagnol-no-pr-reclama-de-video-de-zema-contra-flavio.shtml
GFC_NEG_00083,Tebet disse que o Bolsa Família será cortado por 60 dias,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,56,2023-01-24,https://www.aosfatos.org/noticias/falso-tebet-corte-bolsa-familia/
RSS_00077,"José Dirceu recebe diagnóstico de linfoma e inicia tratamento em SP — O ex-ministro da Casa Civil José Dirceu ( PT ) recebeu diagnóstico de linfoma, segundo nota divulgada pelo hospital Sírio-Libanês nesta sexta-feira (15). Ele é pré-candidato a deputado federal por São Paulo. Leia mais (05/15/2026 - 16h58)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,308,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/jose-dirceu-recebe-diagnostico-de-linfoma-e-inicia-tratamento-em-sp.shtml
RSS_00078,"Após áudio de Flávio, Lindbergh pede que STF determine instalação da CPI do Master — O deputado federal Lindbergh Farias ( PT -RJ) acionou o Supremo Tribunal Federal ( STF ) para que a Corte determine a instalação da CPMI do Master imediatamente. Na peça, o petista cita o áudio entre Flávio Bolsonaro ( PL -RJ) e Daniel Vorcaro . Leia mais (05/15/2026 - 13h16)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,361,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/apos-audio-de-flavio-lindbergh-pede-que-stf-determine-instalacao-da-cpi-do-master.shtml
GFC_NEG_00084,Desemprego dispara com o Lula,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,29,2023-07-18,https://www.aosfatos.org/noticias/falso-desemprego-disparou-lula/
GFC_NEG_00085,Barroso sempre foi a favor do voto impresso,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,43,2022-06-28,https://noticias.uol.com.br/confere/ultimas-noticias/2022/06/28/e-falso-que-ministro-barroso-defendeu-voto-impresso-em-2017.htm
RSS_00079,Eduardo Bolsonaro nega gestão em filme bancado por Vorcaro — Deputado afirma que contrato como produtor executivo serviu apenas para manter projeto sobre Jair Bolsonaro em andamento e diz ter recuperado investimento pessoal de US$ 50 mil,1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,237,2026-05-15,https://www.correiobraziliense.com.br/politica/2026/05/7421041-eduardo-bolsonaro-nega-gestao-em-filme-bancado-por-vorcaro.html
GFC_VER_00006,O Ceará tem hoje a melhor educação pública do Brasil,1,GFC_VERDADEIRO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,52,2022-08-29,https://noticias.uol.com.br/confere/ultimas-noticias/2022/08/29/ciro-erra-ao-falar-de-educacao-e-acerta-sobre-fome-e-inadimplencia.htm
GFC_NEG_00086,Jair Bolsonaro sobre escala 6x1: É BÍBLICO!,0,FALSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,43,2024-11-19,https://checamos.afp.com/doc.afp.com.36MW468
RSS_00080,"Empresa afasta chileno preso por ofensas em voo da Latam Airlines — Suspeito era executivo comercial da Landes, empresa chilena de pescados",1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,139,2026-05-17,https://www.poder360.com.br/poder-internacional/empresa-afasta-chileno-preso-por-ofensas-em-voo-da-latam-airlines/
GFC_NEG_00087,Taxa de desemprego do IBGE foi manipulada para excluir beneficiários do Bolsa Família e favorecer governo,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,105,,https://www.estadao.com.br/estadao-verifica/ibge-nao-maquiou-taxa-de-desemprego-criterio-e-o-mesmo-usado-desde-2012/
GFC_NEG_00088,MPF já entrou com impeachment contra Gilmar Mendes e não conseguiu,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,66,2022-03-21,https://www.aosfatos.org/noticias/corrente-gilmar-mendes-STF/
GFC_NEG_00089,Lula publicou medida para antecipar a aposentadoria dos brasileiros,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,67,2023-12-26,https://www.aosfatos.org/noticias/falso-lula-medida-antecipar-aposentadoria/
RSS_00081,"Não se iludam, bolsonaristas: post de Trump não vai dar em nada — Polêmica de Trump em defesa de Bolsonaro recebe reação dura de Lula, mas para bolsonaristas deixa a ilusão de ""mais 72h"" (de novo)",1,NOTICIA_REAL,noticias_reais,METROPOLES,titulo_resumo,ROTULO_ASSUMIDO,196,2025-07-08,https://www.metropoles.com/blog-do-noblat/nao-se-iludam-bolsonaristas-post-de-trump-nao-vai-dar-em-nada
GFC_NEG_00090,Cabral acusou Dias Toffoli de receber R$ 3 milhões para alterar votos de eleitores,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,82,2021-08-10,https://www.aosfatos.org/noticias/cabral-nao-acusou-toffoli-de-receber-r-3-milhoes-para-alterar-votos-de-eleitores/
GFC_NEG_00091,Vídeo mostra Lula recebendo refugiados muçulmanos no Brasil; cada um deles ganhará R$ 7.000 mensais por seis meses,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,114,2026-04-01,https://www.aosfatos.org/noticias/falso-governo-lula-pagara-auxilios-7000-refugiados-muculmanos/
GFC_NEG_00092,"Fertilidade de mulheres vacinadas contra a covid-19 caiu 33%, segundo estudo da Tchecoslováquia",0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,95,,https://www.estadao.com.br/estadao-verifica/vacina-covid-fertilidade-mulheres/
RSS_00082,Atos pró-Palestina e anti-imigração têm milhares em Londres — Polícia britânica convoca 4.000 agentes e prende 43 pessoas em atos da direita e de grupos pró-Palestina,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,166,2026-05-17,https://www.poder360.com.br/poder-internacional/atos-pro-palestina-e-anti-imigracao-tem-milhares-em-londres/
GFC_NEG_00093,Lula ladrão seu lugar é na prisão em plena propaganda eleitoral na Marquês de Sapucaí,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,85,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/02/19/falso-video-lula-vaiado-sapucai.htm
GFC_NEG_00094,Lula fez pronunciamento afirmando que o preço dos alimentos vai subir,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,69,2023-12-14,https://www.aosfatos.org/noticias/video-lula-aumento-precos-alimentos-2020-nao-atual/
GFC_NEG_00095,"Substâncias indicadas pelo médico Peter McCullough para ""desintoxicação"" da proteína S presente na vacina contra a covid-19",0,ENGANOSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,123,,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/04/24/nao-e-necessario-detox-de-proteina-da-vacina-contra-a-covid-19.htm
GFC_VER_00007,"Eu fui ministro da Fazenda, eu cobrei uma alíquota de 35% nos supersalários.",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,76,2022-08-15,https://www.aosfatos.org/noticias/checamos-ciro-gomes-roda-viva/
RSS_00083,Novo diz que vídeo de Zema contra Flávio mostra que ele não é linha auxiliar do bolsonarismo — O vídeo de Romeu Zema (Novo-MG) com ataques a Flávio Bolsonaro ( PL -RJ) após a divulgação do áudio com Daniel Vorcaro passou pela cúpula do partido Novo . Leia mais (05/14/2026 - 15h32),1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,281,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/novo-diz-que-video-de-zema-contra-flavio-mostra-que-ele-nao-e-linha-auxiliar-do-bolsonarismo.shtml
GFC_NEG_00096,PF descobre que Moraes recebeu R$ 30 milhões por mês para prender Bolsonaro,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,75,2026-03-10,https://www.aosfatos.org/noticias/nao-e-verdade-que-moraes-recebeu-propina-para-prender-bolsonaro/
RSS_00084,"Caso Flávio-Vorcaro e arsenal de Lula marcam fim da fase de aquecimento da eleição — Toda eleição presidencial tem uma fase de aquecimento, em que os candidatos se preparam para a campanha. A revelação dos laços de Flávio Bolsonaro ( PL ) com o dono do Banco Master e a decisão de Lula (PT) de sacar um arsenal para evitar uma derrota na disputa indicam que essa etapa acabou na última semana. Leia mais (05/16/2026 - 12h03)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,424,2026-05-16,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/caso-flavio-vorcaro-e-arsenal-de-lula-marcam-fim-da-fase-de-aquecimento-da-eleicao.shtml
