id_registro,texto_principal,label,label_detalhe,pipeline_origem,portal_origem,origem_texto,origem_qualidade,tamanho_chars,data_publicacao,url_origem,faixa_tamanho
GFC_VER_00006,O Ceará tem hoje a melhor educação pública do Brasil,1,GFC_VERDADEIRO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,52,2022-08-29,https://noticias.uol.com.br/confere/ultimas-noticias/2022/08/29/ciro-erra-ao-falar-de-educacao-e-acerta-sobre-fome-e-inadimplencia.htm,50_100
RSS_00162,"Em ação com a Interpol, PF prende em Dubai hacker do Caso Master — Victor Lima Sedlmaier era considerado foragido da Justiça",1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,ROTULO_ASSUMIDO,124,2026-05-16,https://www.cartacapital.com.br/justica/em-acao-com-a-interpol-pf-prende-em-dubai-hacker-do-caso-master/,100_150
GFC_NEG_00197,"""Dr. Pedro Chavez: 'ALERTE TODO MUNDO'. Todos os LABORATÓRIOS INDEPENDENTES confirmam O MESMO. ÓXIDO DE GRAFENO e MICROTECNOLOGIA em 'vacinas'. Os 'vacinados' TÊM sido MARCADOS COMO GADOS.""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,189,2023-05-29,https://observador.pt/factchecks/fact-check-vacinas-contra-a-covid-19-contem-oxido-de-grafeno-substancia-que-e-detetada-por-telemoveis/,150_200
GFC_NEG_00132,Jair Bolsonaro admitiu que Flávio Bolsonaro participou de esquema de “rachadinha” e desvio de R$ 54 milhões,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,107,2024-07-19,https://www.aosfatos.org/noticias/bolsonaro-nao-admitiu-participacao-flavio-rachadinha/,100_150
RSS_00032,Flávio Bolsonaro queima (o filme) na largada — Conversa despudorada com o banqueiro Daniel Vorcaro deixa o senador na defensiva,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,127,2026-05-15,https://veja.abril.com.br/coluna/jorge-pontes/flavio-bolsonaro-queima-o-filme-na-largada/,100_150
GFC_VER_00016,Não houve aumento do salário mínimo [no governo Bolsonaro]. Houve apenas uma reposição inflacionária,1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,100,2022-10-30,https://www.aosfatos.org/noticias/fome-absolvicoes-legado-principais-checagens-lula-campanha/,100_150
GFC_NEG_00254,"Agora, quem não quer mudar o sistema é porque tem certeza que o voto não auditável servirá para eleger quem não tem voto",0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,120,2021-07-29,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,100_150
GFC_VER_00008,Banco Central quer criar o Real Digital,1,GFC_VERDADEIRO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,39,,https://www.estadao.com.br/estadao-verifica/o-que-e-real-digital-banco-central/,0_50
RSS_00128,"Nova regra de Fachin sobre distribuição de processos no STF acirra atrito interno na corte — As novas regras do STF (Supremo Tribunal Federal) para distribuição de processos judiciais determinadas nesta semana pelo presidente da corte, ministro Edson Fachin , acirraram o atrito entre magistrados e são o capítulo mais recente da divisão interna do tribunal. Leia mais (05/14/2026 - 19h35)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,389,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/nova-regra-de-fachin-sobre-distribuicao-de-processos-no-stf-acirra-atrito-interno-na-corte.shtml,300_400
GFC_NEG_00135,"Daniela Lima afirmou que no governo Lula pobre andaria de avião, mas agora Latam, Gol e Azul anunciaram aumento das passagens por causa do aumento do IOF.",0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,154,,https://www.estadao.com.br/estadao-verifica/daniela-lima-promessa-lula-aeroportos-pobre-aviao-enganoso/,150_200
GFC_NEG_00114,A Pfizer adicionou trometamina à sua vacina contra a covid-19 para “estabilizar vítimas de ataques cardíacos”,0,ENGANOSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,109,2021-12-15,https://checamos.afp.com/doc.afp.com.9UP9VT,100_150
GFC_VER_00003,33 milhões de brasileiros com fome e 100 milhões com insegurança alimentar,1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,74,2022-08-09,https://www.aosfatos.org/noticias/roda-viva-simone-tebet/,50_100
RSS_00180,A popularidade de Lula no Datafolha a menos de 5 meses da eleição — O instituto entrevistou 2.004 eleitores entre a terça-feira 12 e a quarta 13,1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,ROTULO_ASSUMIDO,144,2026-05-16,https://www.cartacapital.com.br/cartaexpressa/a-popularidade-de-lula-no-datafolha-a-menos-de-5-meses-da-eleicao/,100_150
RSS_00195,Câmara aprova projeto que permite recontratação de cientistas aposentados em empresas públicas,1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo,ROTULO_ASSUMIDO,94,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/blogs/brasilia-hoje/2026/05/camara-aprova-projeto-que-permite-recontratacao-de-cientistas-aposentados-em-empresas-publicas.shtml,50_100
RSS_00205,Nunes Marques acumula desafios no TSE em cenário eleitoral que promete turbulências — Ministro cita a inteligência artificial e o ataque às urnas como ameaças à democracia,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,171,2026-05-16,https://veja.abril.com.br/politica/nunes-marques-acumula-desafios-no-tse-em-cenario-eleitoral-que-promete-turbulencias/,150_200
GFC_VER_00011,Nikolas associa pretos e pardos a bandidos,1,GFC_VERDADEIRO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,42,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/04/nikolas-sobre-associacao-entre-negros-e-criminosos-estereotipos-existem.ghtm,0_50
GFC_VER_00012,A [Simone] Tebet falou de voto impresso no passado,1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,50,2022-08-08,https://www.aosfatos.org/noticias/bolsonaro-no-flow/,50_100
GFC_VER_00015,"""Na época do PT, lá eram 150 mil crianças querendo uma vaga de creche e não tinha aqui na cidade mais rica.""",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,108,2024-09-21,https://www.aosfatos.org/noticias/checamos-ricardo-nunes-inteligencia-ltda/,100_150
RSS_00076,"Diretórios do Novo no PR, ligado a Deltan, e em SC criticam vídeo de Zema contra Flávio Bolsonaro — Os diretórios do Novo em Santa Catarina e no Paraná criticaram nesta quinta-feira (14) a divulgação de um vídeo em que Romeu Zema , presidenciável do partido, ataca Flávio Bolsonaro (PL) pelo áudio do senador pedindo dinheiro ao ex-banqueiro Daniel Vorcaro , dono do Master. Leia mais (05/14/2026 - 13h31)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,405,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/ala-do-novo-ligada-a-dallagnol-no-pr-reclama-de-video-de-zema-contra-flavio.shtml,400_mais
RSS_00119,Cuba divulga manual de sobrevivência a ataques militares — Cartilha orienta cubanos a montar kits para emergências,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,114,2026-05-16,https://www.poder360.com.br/poder-internacional/cuba-divulga-manual-de-sobrevivencia-a-ataques-militares/,100_150
GFC_NEG_00228,"Vídeo divulgado nas redes sociais indica o uso de vinagre de álcool como repelente contra o mosquito da dengue. Nas imagens, um homem que diz ser presidente do Comitê da Dengue de São Miguel do Iguaçu (PR) afirma que colocar o produto em recipientes no chão dos cômodos da casa funciona para afastar o Aedes aegypti.",0,FALSO,google_factcheck,FOLHA_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,316,2024-02-16,https://www1.folha.uol.com.br/equilibrioesaude/2024/02/vinagre-de-alcool-nao-e-recomendado-como-medida-para-combater-mosquito-da-dengue.shtml,300_400
RSS_00211,"Lula sugere veto a IA na eleição e, sem citar Flávio Bolsonaro, diz que 'verdade não falha' — O presidente Lula (PT) sugeriu nesta quinta-feira (14) a senadores aliados da Bahia que propusessem uma medida legislativa para vetar o uso de inteligência artificial nas eleições . Leia mais (05/14/2026 - 14h28)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,306,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/lula-sugere-veto-a-ia-na-eleicao-e-sem-citar-flavio-bolsonaro-diz-que-verdade-nao-falha.shtml,300_400
GFC_NEG_00059,"Bolsonaro: ” Pobre ñ sabe lidar com dinheiro. Patrão ñ devia dar dinheiro pra trabalhador, só casa e comida. Dê dinheiro pra pobre e ele vai gastar tudo em pinga e cigarro”",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,172,2021-12-19,https://www.boatos.org/politica/bolsonaro-diz-que-pobre-nao-sabe-lidar-com-dinheiro-patrao-nao-devia-dar-pagar.html,150_200
RSS_00052,Flávio Bolsonaro sobe e pode cair em nome do pai,1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo,ROTULO_ASSUMIDO,48,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/dora-kramer/2026/05/flavio-bolsonaro-sobe-e-pode-cair-em-nome-do-pai.shtml,0_50
GFC_NEG_00176,Ministro Fernando Haddad mandando ao vivo no G1 o som A Novinha Senta Apampa,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,76,,https://noticias.uol.com.br/confere/ultimas-noticias/2023/07/28/haddad-vai-novinha-ah-ah-ah-funk-violao-g1.htm,50_100
RSS_00107,DC prepara retirada de Aldo Rebelo e quer lançar Joaquim Barbosa à Presidência — A avaliação da legenda é que Aldo não conseguiu se viabilizar eleitoralmente,1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,ROTULO_ASSUMIDO,157,2026-05-16,https://www.cartacapital.com.br/cartaexpressa/dc-prepara-retirada-de-aldo-rebelo-e-quer-lancar-joaquim-barbosa-a-presidencia/,150_200
RSS_00139,Entenda como funcionaria Maria da Penha Digital proposta por Sâmia — Texto estabelece um marco jurídico para combater violência de gênero praticada em ambientes digitais.,1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,ROTULO_ASSUMIDO,170,2026-05-11,https://www.congressoemfoco.com.br/noticia/118756/entenda-como-funcionaria-maria-da-penha-digital-proposta-por-samia,150_200
GFC_NEG_00170,Randolfe mentiu sobre vacinação contra covid,0,FALSO,google_factcheck,BOL_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,44,2023-06-07,https://www.bol.uol.com.br/noticias/2023/06/07/fotos-de-randolfe-apos-aplicacao-de-vacinas-nao-provam-farsa-da-vacinacao.htm,0_50
GFC_NEG_00122,Lula recebeu notificação direta de Donald Trump para libertar Bolsonaro,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,71,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/28/falso-trump-oficio-lula-libertacao-bolsonaro.htm,50_100
GFC_VER_00019,"Ou porque a inadimplência atingiu 66,6 milhões de brasileiros.",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,62,2022-08-15,https://www.aosfatos.org/noticias/checamos-ciro-gomes-roda-viva/,50_100
RSS_00072,Governo Lula anuncia R$ 37 bi para o refino em São Paulo — Aporte na Refinaria de Paulínia deve criar 38 mil empregos diretos e indiretos até 2030,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,146,2026-05-17,https://www.poder360.com.br/poder-infra/governo-lula-anuncia-r-37-bi-para-o-refino-em-sao-paulo/,100_150
RSS_00210,"Flávio ironiza ataque de Zema: ‘Mineiro tem mais calma na hora de falar’ — Pré-candidato do PL participou de agenda com aliados na PM do Rio; ex-governador de Minas disse que conversa com Vorcaro é ""tapa na cara dos brasileiros""",1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,228,2026-05-15,https://veja.abril.com.br/politica/flavio-ironiza-ataque-de-zema-mineiro-tem-mais-calma-na-hora-de-falar/,200_300
GFC_VER_00018,A inflação dos alimentos tá em 15%,1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,34,2022-08-15,https://www.aosfatos.org/noticias/checamos-ciro-gomes-roda-viva/,0_50
RSS_00221,MPF pede julgamento sobre ataques da Marinha a João Cândido — Órgão pede indenização de R$ 5 milhões por danos à memória do líder da Revolta da Chibata e da população negra,1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,172,2026-05-15,https://www.correiobraziliense.com.br/politica/2026/05/7420940-mpf-pede-julgamento-sobre-ataques-da-marinha-a-joao-candido.html,150_200
GFC_NEG_00203,"Tuíte alegando que o aplicativo de disque-denúncia do TSE, o Pardal, não aceita queixas contra o PT. A postagem inclui um vídeo de uma tentativa fracassada de denunciar a sigla.",0,FALSO,google_factcheck,FOLHA_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,177,2022-10-28,https://www1.folha.uol.com.br/poder/2022/10/e-falso-que-aplicativo-do-tse-nao-permita-denuncias-contra-o-pt.shtml,150_200
GFC_NEG_00207,"Dino ""arregou"" de decisão sobre Magnitsky",0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,41,,https://www.estadao.com.br/estadao-verifica/dino-arregou-decisao-magnitsky-enganoso/,0_50
GFC_NEG_00179,"Tuíte reproduz participação do comentarista Matthew Tyrmand no programa Tucker Carlson Tonight, da emissora Fox News, dos Estados Unidos. No vídeo, Tyrmand comenta os atos ao redor do Brasil que contestam, sem evidências, o resultado das eleições presidenciais, dizendo se tratar do “maior protesto democrático e possivelmente até da humanidade”.",0,ENGANOSO,google_factcheck,FOLHA_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,346,2022-12-07,https://www1.folha.uol.com.br/poder/2022/12/nao-e-possivel-afirmar-que-atos-antidemocraticos-contra-resultado-das-eleicoes-sao-o-maior-protesto-da-historia.shtml,300_400
GFC_NEG_00154,Receita Federal do Brasil Comunicado importante! Identificamos divergências no seu IRPF (Imposto de Renda Pessoa Física).,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,121,2023-05-25,https://www.boatos.org/tecnologia/receita-federal-envia-e-mail-sobre-divergencias-no-imposto-de-renda.html,100_150
GFC_NEG_00079,Concurso para o Sistema Único de Saúde com salários de até R$ 11 mil para vagas que exigem como nível de escolaridade Ensino Médio completo,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,139,,https://noticias.uol.com.br/confere/ultimas-noticias/2025/07/16/sao-falsos-posts-de-concurso-do-sus-com-salario-de-ate-r-11-mil-e-golpe.htm,100_150
RSS_00027,A dobradinha da Esplanada que vem chamando atenção de Lula e ministros — Sintonia fina entre Dario Durigan e Bruno Moretti tem recebido elogios nos bastidores,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,158,2026-05-16,https://veja.abril.com.br/politica/a-dobradinha-da-esplanada-que-vem-chamando-atencao-de-lula-e-ministros/,150_200
GFC_VER_00014,"""Fui ao Plenário das Nações Unidas receber o prêmio mundial de combate a mortalidade infantil""",1,GFC_VERDADEIRO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,94,2022-09-25,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/24/no-sbt-ciro-cita-premio-que-recebeu-por-politica-criada-por-tasso.htm,50_100
RSS_00147,"PGR denuncia Romeu Zema ao STJ por calúnia contra Gilmar Mendes — Segundo a PGR, vídeos publicados por Zema atribuíram falsamente crime de corrupção passiva ao ministro do STF",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,175,2026-05-15,https://www.correiobraziliense.com.br/politica/2026/05/7420983-pgr-denuncia-romeu-zema-ao-stj-por-calunia-contra-gilmar-mendes.html,150_200
GFC_NEG_00087,Taxa de desemprego do IBGE foi manipulada para excluir beneficiários do Bolsa Família e favorecer governo,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,105,,https://www.estadao.com.br/estadao-verifica/ibge-nao-maquiou-taxa-de-desemprego-criterio-e-o-mesmo-usado-desde-2012/,100_150
RSS_00070,"Flávio diz que novos diálogos com Vorcaro podem vazar, mas que contato se restringiu a filme — O senador e pré-candidato à Presidência Flávio Bolsonaro ( PL -RJ) disse nesta sexta-feira (15) que novas conversas ou relatos de encontros que teve com o dono do Banco Master , Daniel Vorcaro , podem se tornar públicos, mas afirmou que o contato que manteve com o ex-banqueiro se restringiu ao filme sobre o ex-presidente Jair Bolsonaro (PL). Leia mais (05/15/2026 - 17h02)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,469,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/flavio-diz-que-novos-dialogos-com-vorcaro-podem-vazar-mas-que-contato-se-restringiu-a-filme.shtml,400_mais
RSS_00012,"Em sinalização ao multilateralismo, ministro da Fazenda é convidado e fará discurso em reunião do G7",1,NOTICIA_REAL,noticias_reais,UOL_NOTICIAS,titulo,ROTULO_ASSUMIDO,100,,https://www1.folha.uol.com.br/colunas/painel/2026/05/em-sinalizacao-ao-multilateralismo-ministro-da-fazenda-e-convidado-e-fara-discurso-em-reuniao-do-g7.shtml,100_150
RSS_00004,"O plano inusitado que Zema pretende implementar caso seja eleito para a presidência — Se chegar ao Planalto em 2027, ex-governador de Minas Gerais quer alianças para reformular as relações do Executivo com o Congresso",1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,217,2026-05-16,https://veja.abril.com.br/politica/a-plano-inusitado-que-zema-pretende-implementar-caso-seja-eleito-para-a-presidencia/,200_300
GFC_NEG_00246,"""Óxido de grafeno detetado em análise independente de vacina Covid. Eu sei que custa a entender mas... É o que está a acontecer?!?! E podemos evitar muitas mortes se te juntares a nós!?""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,186,2021-09-14,https://observador.pt/factchecks/fact-check-estudo-da-universidade-de-almeria-confirma-a-presenca-de-grafeno-nas-vacinas/,150_200
GFC_VER_00020,"R$160milhões do mensalão, R$2,3bilhão em um esquema do Petrolão, e R$44bilhões no orçamento secreto",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,99,2022-08-09,https://www.aosfatos.org/noticias/roda-viva-simone-tebet/,50_100
GFC_NEG_00186,Decreto assinado por Lula determina que todos os beneficiários do Bolsa Família deverão passar por visita de assistente social,0,ENGANOSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,126,2026-02-03,https://www.aosfatos.org/noticias/regra-condiciona-bolsa-familia-visita-domiciliar-vale-so-familias-compostas-uma-pessoa/,100_150
GFC_NEG_00107,"Beatriz Souza em entrevista para o SporTV: “essa medalha eu dedico ao nosso Capitão Jair Bolsonaro, eu desejo muito que em 2028 que ele volte a ser presidente”.",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,160,2024-08-04,https://www.boatos.org/esporte/beatriz-souza-e-bolsonarista-dedicou-medalha-de-ouro-a-bolsonaro-e-apareceu-em-foto-com-ex-presidente.html,150_200
GFC_NEG_00172,"Bolsonaro na Expointer 2024. RBS informou? Não. Bolsonaro na Expointer 2024 que terminou ontem, 01/09.",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,102,2024-09-04,https://www.boatos.org/politica/bolsonaro-ovacionado-expointer-2024-rio-grande-do-sul.html,100_150
GFC_NEG_00002,Advogado defende a impressão de comprovantes de votação durante julgamento no STF e fala sobre falhas encontradas nas urnas eletrônicas que poderiam ameaçar o processo eleitoral.,0,ENGANOSO,google_factcheck,PROJETO_COMPROVA,AFIRMACAO_CHECADA,ROTULO_FORTE,178,2022-05-18,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-que-cita-falhas-ja-corrigidas-nas-urnas-volta-a-circular-fora-de-contexto/,150_200
RSS_00188,"Brasil 2070: que legado queremos deixar? — Entre crises, estagnação e baixa capacidade de investimento, o país perdeu espaço econômico enquanto emergentes aceleraram seu desenvolvimento.",1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,ROTULO_ASSUMIDO,186,2026-05-15,https://www.congressoemfoco.com.br/coluna/118913/brasil-2070-que-legado-queremos-deixar,150_200
GFC_NEG_00021,Grampo com Alexandre de Moraes mostra como Lula venceu as eleições,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,66,,https://www.estadao.com.br/estadao-verifica/lula-desembargador-liberdade-eleicao/,50_100
GFC_NEG_00058,"Fraude eleitoral: USAID pagou US$ 500 mil à empresa Smartmatic, que forneceu urnas eletrônicas ao Brasil em 2022",0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,112,,https://www.estadao.com.br/estadao-verifica/usaid-500-mil-smartmatic-urnas-eleicoes-2022-falso/,100_150
RSS_00021,"Aliado da família Bolsonaro, Tarcísio falta a evento com Flávio por causa de gripe — Informação foi dada pela assessoria do governador de São Paulo",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,147,2026-05-16,https://www.correiobraziliense.com.br/politica/2026/05/7421255-aliado-da-familia-bolsonaro-tarcisio-falta-a-evento-com-flavio-por-causa-de-gripe.html,100_150
GFC_VER_00001,O Brasil tem 3% da população do mundo. Aqui morreram 11% da população do mundo.,1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,79,2022-08-15,https://www.aosfatos.org/noticias/checamos-ciro-gomes-roda-viva/,50_100
RSS_00105,"Prêmio Amrigs abre inscrições para trabalhos sobre IA na medicina — Estão abertas as inscrições para o Prêmio Amrigs de Jornalismo 2026. A iniciativa reconhece trabalhos jornalísticos produzidos no Brasil sobre medicina . As reportagens devem tratar dos impactos da inteligência artificial na saúde , como prática médica, diagnóstico, relação com pacientes e organização dos serviços. Leia mais (05/15/2026 - 10h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,415,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/blogs/novo-em-folha/2026/05/premio-amrigs-abre-inscricoes-para-trabalhos-sobre-ia-na-medicina.shtml,400_mais
GFC_NEG_00098,Luís Roberto Barroso e EUA agiram para comprar chips fraudulentos de Taiwan para roubar votos para Lula em 2022,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,111,,https://www.estadao.com.br/estadao-verifica/barroso-comprou-chips-adulterados-taiwan-roubar-votos-lula-falso/,100_150
GFC_NEG_00220,"Vazou uma foto do presidente do Banco Central, Roberto Campos Neto, em um churrasco com aliados de Jair Bolsonaro",0,ENGANOSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,113,2024-07-02,https://checamos.afp.com/doc.afp.com.362H6Q8,100_150
GFC_NEG_00007,"A partir de amanhã, em todo o mundo, existem novas regras de comunicação, todos os governos da Europa, América do Norte e América do Sul chegaram a um acordo com a Whatsapp, Twiter, Facebook e outros canais de comunicação. Todas as chamadas serão gravadas. Todos os registros de chamadas telefônicas são gravados. Todas as mensagens e chamadas WhatsApp são gravadas. O Twitter é monitorado. NO BRASIL O STF AUTORIZOU O MONITORAMENTO.",0,FALSO,google_factcheck,BOL_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,433,2023-01-10,https://www.bol.uol.com.br/noticias/2023/01/10/mensagem-falsa-whatsapp-stf.htm,400_mais
RSS_00187,"Congresso: a ""baleia branca"" de Lula 3? — Impasse do IOF expõe calcanhar de Aquiles do Congresso",1,NOTICIA_REAL,noticias_reais,METROPOLES,titulo_resumo,ROTULO_ASSUMIDO,96,2025-07-05,https://www.metropoles.com/blog-do-noblat/congresso-a-baleia-branca-de-lula-3,50_100
GFC_NEG_00183,"Vídeo de três minutos no qual um homem alega que Gleisi Hoffmann, presidente nacional do Partido dos Trabalhadores, teria feito uma série de afirmações sobre a aposentadoria de integrantes das Forças Armadas e policiais militares. Segundo o autor, a parlamentar teria dito que a previdência desse grupo será incorporada ao Instituto Nacional do Seguro Social (INSS), que haverá revisão da idade mínima para aposentadoria e a revogação da pensão por morte do cônjuge, e que militares e forças auxiliares não devem ter benefícios maiores do que o restante da sociedade.",0,FALSO,google_factcheck,FOLHA_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,567,2022-11-17,https://www1.folha.uol.com.br/poder/2022/11/video-inventa-declaracoes-de-gleisi-hoffmann-sobre-reducao-de-beneficios-para-militares-no-governo-lula.shtml,400_mais
GFC_NEG_00167,Quatro presos políticos já foram a óbito,0,FORA_DE_CONTEXTO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,40,,https://www.estadao.com.br/estadao-verifica/presos-no-8-de-janeiro-citados-em-postagem-morreram-enquanto-estavam-em-liberdade-condicional/,0_50
GFC_NEG_00042,Lula quer o comprovante do voto impresso para confirmar a vitória do Maduro na Venezuela porque não confia nas urnas eletrônicas,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,128,2024-09-18,https://www.aosfatos.org/noticias/falso-lula-criticou-urna-eletronica-atas-eleitorais-venezuela/,100_150
GFC_VER_00017,"O que o arcabouço prevê, que é uma novidade na legislação, é que você vai ter um aumento real de despesa mínima de 0,6% e máxima de 2,5%, para justamente funcionar como mecanismos anticíclicos. Se tiver uma recessão, você garante a despesa do governo. Se tiver um crescimento exorbitante, você economiza justamente para equilibrar no tempo as contas públicas.",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,359,2024-01-25,https://www.aosfatos.org/noticias/checamos-haddad-roda-viva/,300_400
GFC_NEG_00123,"Uma coisa é certa: se ninguém foi preso pelo roubo do INSS e não deram 24 horas para explicar até agora, é sinal de que não tem ninguém de direita envolvido",0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,156,,https://noticias.uol.com.br/confere/ultimas-noticias/2025/06/27/houve-prisoes-por-fraude-no-inss-ao-contrario-do-que-diz-post.htm,150_200
